"Kernel Name","void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_16x5_nn_align4>(T1::Params)",
"Address","Source","Instructions Executed","Predicated-On Thread Instructions Executed"
"0x782ae6308110","      FMUL R40, R18, R166","384","12288"
"0x782ae6308120","      FMUL R38, R19, R166","384","12288"
"0x782ae6308130","@P3   STG.E.128 [R22], R4","384","12288"
"0x782ae6308140","      FMUL R36, R12, R166","384","12288"
"0x782ae6308150","      IADD3 R24, P3, R26, c[0x0][0x238], RZ","384","12288"
"0x782ae6308160","      FMUL R34, R13, R166","384","12288"
"0x782ae6308170","      FMNMX R12, R44, R165, !PT","384","12288"
"0x782ae6308180","      FMUL R32, R14, R166","384","12288"
"0x782ae6308190","      FMNMX R13, R42, R165, !PT","384","12288"
"0x782ae63081a0","      FMUL R30, R15, R166","384","12288"
"0x782ae63081b0","      FMNMX R14, R40, R165, !PT","384","12288"
"0x782ae63081c0","      FMUL R28, R8, R166","384","12288"
"0x782ae63081d0","      FMNMX R15, R38, R165, !PT","384","12288"
"0x782ae63081e0","      FMUL R18, R9, R166","384","12288"
"0x782ae63081f0","      IADD3.X R25, R27, c[0x0][0x23c], RZ, P3, !PT","384","12288"
"0x782ae6308200","      FMUL R16, R11, R166","384","12288"
"0x782ae6308210","      FMNMX R8, R36, R165, !PT","384","12288"
"0x782ae6308220","@P2   STG.E.128 [R20.64+UR4], R12","384","12288"
"0x782ae6308230","      FMNMX R9, R34, R165, !PT","384","12288"
"0x782ae6308240","      FMNMX R11, R30, R165, !PT","384","12288"
"0x782ae6308250","      FMUL R6, R10, R166","384","12288"
"0x782ae6308260","      FMNMX R10, R32, R165, !PT","384","12288"
"0x782ae6308270","      FMNMX R4, R28, R165, !PT","384","12288"
"0x782ae6308280","      FMNMX R5, R18, R165, !PT","384","12288"
"0x782ae6308290","@P1   STG.E.128 [R24], R8","384","12288"
"0x782ae63082a0","      FMNMX R6, R6, R165, !PT","384","12288"
"0x782ae63082b0","      FMNMX R7, R16, R165, !PT","384","12288"
"0x782ae63082c0","@P0   STG.E.128 [R26.64+UR4], R4","384","12288"
"0x782ae63082d0","      BAR.SYNC.DEFER_BLOCKING 0x0","384","12288"
"0x782ae63082e0","      IADD3 R20, P0, R22, c[0x0][0x238], RZ","384","12288"
"0x782ae63082f0","      IADD3.X R21, R23, c[0x0][0x23c], RZ, P0, !PT","384","12288"
"0x782ae6308300","      STS.64 [R2.X8], R128","384","12288"
"0x782ae6308310","      STS.64 [R2.X8+0x20], R124","384","12288"
"0x782ae6308320","      IADD3 R26, R164, 0x30, RZ","384","12288"
"0x782ae6308330","      IADD3 R27, R164, 0x32, RZ","384","12288"
"0x782ae6308340","      STS.64 [R2.X8+0x40], R120","384","12288"
"0x782ae6308350","      ISETP.LT.AND P3, PT, R26, c[0x0][0x160], P4","384","12288"
"0x782ae6308360","      ISETP.LT.AND P2, PT, R26, c[0x0][0x160], P5","384","12288"
"0x782ae6308370","      STS.64 [R2.X8+0x60], R116","384","12288"
"0x782ae6308380","      ISETP.LT.AND P1, PT, R27, c[0x0][0x160], P4","384","12288"
"0x782ae6308390","      ISETP.LT.AND P0, PT, R27, c[0x0][0x160], P5","384","12288"
"0x782ae63083a0","      STS.64 [R2.X8+0x80], R112","384","12288"
"0x782ae63083b0","      STS.64 [R2.X8+0xa0], R108","384","12288"
"0x782ae63083c0","      STS.64 [R2.X8+0xc0], R104","384","12288"
"0x782ae63083d0","      STS.64 [R2.X8+0xe0], R100","384","12288"
"0x782ae63083e0","      BAR.SYNC.DEFER_BLOCKING 0x0","384","12288"
"0x782ae63083f0","      LDS.128 R4, [R3]","384","12288"
"0x782ae6308400","      LDS.128 R16, [R3+0x100]","384","12288"
"0x782ae6308410","      LDS.128 R12, [R3+0x440]","384","12288"
"0x782ae6308420","      LDS.128 R8, [R3+0x540]","384","12288"
"0x782ae6308430","      FMUL R4, R4, R166","384","12288"
"0x782ae6308440","      FMUL R30, R5, R166","384","12288"
"0x782ae6308450","      FMUL R6, R6, R166","384","12288"
"0x782ae6308460","      FMNMX R4, R4, R165, !PT","384","12288"
"0x782ae6308470","      FMUL R28, R7, R166","384","12288"
"0x782ae6308480","      FMNMX R5, R30, R165, !PT","384","12288"
"0x782ae6308490","      FMUL R44, R16, R166","384","12288"
"0x782ae63084a0","      FMNMX R6, R6, R165, !PT","384","12288"
"0x782ae63084b0","      FMUL R42, R17, R166","384","12288"
"0x782ae63084c0","      FMNMX R7, R28, R165, !PT","384","12288"
"0x782ae63084d0","      FMUL R40, R18, R166","384","12288"
"0x782ae63084e0","      FMUL R38, R19, R166","384","12288"
"0x782ae63084f0","@P3   STG.E.128 [R20], R4","384","12288"
"0x782ae6308500","      FMUL R36, R12, R166","384","12288"
"0x782ae6308510","      IADD3 R26, P3, R24, c[0x0][0x238], RZ","384","12288"
"0x782ae6308520","      FMUL R34, R13, R166","384","12288"
"0x782ae6308530","      FMNMX R12, R44, R165, !PT","384","12288"
"0x782ae6308540","      FMUL R32, R14, R166","384","12288"
"0x782ae6308550","      FMNMX R13, R42, R165, !PT","384","12288"
"0x782ae6308560","      FMUL R30, R15, R166","384","12288"
"0x782ae6308570","      FMNMX R14, R40, R165, !PT","384","12288"
"0x782ae6308580","      FMUL R28, R8, R166","384","12288"
"0x782ae6308590","      FMNMX R15, R38, R165, !PT","384","12288"
"0x782ae63085a0","      FMUL R18, R9, R166","384","12288"
"0x782ae63085b0","      IADD3.X R27, R25, c[0x0][0x23c], RZ, P3, !PT","384","12288"
"0x782ae63085c0","      FMUL R16, R11, R166","384","12288"
"0x782ae63085d0","      FMNMX R8, R36, R165, !PT","384","12288"
"0x782ae63085e0","@P2   STG.E.128 [R22.64+UR4], R12","384","12288"
"0x782ae63085f0","      FMNMX R9, R34, R165, !PT","384","12288"
"0x782ae6308600","      FMNMX R11, R30, R165, !PT","384","12288"
"0x782ae6308610","      FMUL R6, R10, R166","384","12288"
"0x782ae6308620","      FMNMX R10, R32, R165, !PT","384","12288"
"0x782ae6308630","      FMNMX R4, R28, R165, !PT","384","12288"
"0x782ae6308640","      FMNMX R5, R18, R165, !PT","384","12288"
"0x782ae6308650","@P1   STG.E.128 [R26], R8","384","12288"
"0x782ae6308660","      FMNMX R6, R6, R165, !PT","384","12288"
"0x782ae6308670","      FMNMX R7, R16, R165, !PT","384","12288"
"0x782ae6308680","@P0   STG.E.128 [R24.64+UR4], R4","384","12288"
"0x782ae6308690","      IADD3 R22, R164, 0x38, RZ","384","12288"
"0x782ae63086a0","      IADD3 R164, R164, 0x3a, RZ","384","12288"
"0x782ae63086b0","      BAR.SYNC.DEFER_BLOCKING 0x0","384","12288"
"0x782ae63086c0","      ISETP.LT.AND P1, PT, R22, c[0x0][0x160], P4","384","12288"
"0x782ae63086d0","      ISETP.LT.AND P0, PT, R22, c[0x0][0x160], P5","384","12288"
"0x782ae63086e0","      ISETP.LT.AND P4, PT, R164, c[0x0][0x160], P4","384","12288"
"0x782ae63086f0","      ISETP.LT.AND P5, PT, R164, c[0x0][0x160], P5","384","12288"
"0x782ae6308700","      STS.64 [R2.X8], R130","384","12288"
"0x782ae6308710","      STS.64 [R2.X8+0x20], R126","384","12288"
"0x782ae6308720","      STS.64 [R2.X8+0x40], R122","384","12288"
"0x782ae6308730","      STS.64 [R2.X8+0x60], R118","384","12288"
"0x782ae6308740","      STS.64 [R2.X8+0x80], R114","384","12288"
"0x782ae6308750","      STS.64 [R2.X8+0xa0], R110","384","12288"
"0x782ae6308760","      STS.64 [R2.X8+0xc0], R106","384","12288"
"0x782ae6308770","      STS.64 [R2.X8+0xe0], R102","384","12288"
"0x782ae6308780","      BAR.SYNC.DEFER_BLOCKING 0x0","384","12288"
"0x782ae6308790","      LDS.128 R12, [R3]","384","12288"
"0x782ae63087a0","      LDS.128 R8, [R3+0x100]","384","12288"
"0x782ae63087b0","      LDS.128 R4, [R3+0x440]","384","12288"
"0x782ae63087c0","      LDS.128 R16, [R3+0x540]","384","12288"
"0x782ae63087d0","      FMUL R12, R12, R166","384","12288"
"0x782ae63087e0","      FMUL R34, R13, R166","384","12288"
"0x782ae63087f0","      FMUL R14, R14, R166","384","12288"
"0x782ae6308800","      FMNMX R12, R12, R165, !PT","384","12288"
"0x782ae6308810","      FMUL R32, R15, R166","384","12288"
"0x782ae6308820","      FMNMX R13, R34, R165, !PT","384","12288"
"0x782ae6308830","      FMUL R8, R8, R166","384","12288"
"0x782ae6308840","      FMNMX R14, R14, R165, !PT","384","12288"
"0x782ae6308850","      FMUL R30, R9, R166","384","12288"
"0x782ae6308860","      FMNMX R15, R32, R165, !PT","384","12288"
"0x782ae6308870","      FMUL R10, R10, R166","384","12288"
"0x782ae6308880","      FMNMX R8, R8, R165, !PT","384","12288"
"0x782ae6308890","      FMUL R28, R11, R166","384","12288"
"0x782ae63088a0","      FMNMX R9, R30, R165, !PT","384","12288"
"0x782ae63088b0","      FMUL R4, R4, R166","384","12288"
"0x782ae63088c0","      FMNMX R10, R10, R165, !PT","384","12288"
"0x782ae63088d0","      FMUL R24, R5, R166","384","12288"
"0x782ae63088e0","      FMNMX R11, R28, R165, !PT","384","12288"
"0x782ae63088f0","      FMUL R6, R6, R166","384","12288"
"0x782ae6308900","      FMNMX R4, R4, R165, !PT","384","12288"
"0x782ae6308910","      FMUL R22, R7, R166","384","12288"
"0x782ae6308920","      FMNMX R5, R24, R165, !PT","384","12288"
"0x782ae6308930","      FMUL R16, R16, R166","384","12288"
"0x782ae6308940","      FMNMX R6, R6, R165, !PT","384","12288"
"0x782ae6308950","      FMUL R2, R17, R166","384","12288"
"0x782ae6308960","      FMNMX R7, R22, R165, !PT","384","12288"
"0x782ae6308970","      FMUL R18, R18, R166","384","12288"
"0x782ae6308980","      FMNMX R16, R16, R165, !PT","384","12288"
"0x782ae6308990","      FMUL R166, R19, R166","384","12288"
"0x782ae63089a0","      FMNMX R17, R2, R165, !PT","384","12288"
"0x782ae63089b0","@P1   STG.E.128 [R20.64+UR6], R12","384","12288"
"0x782ae63089c0","      FMNMX R18, R18, R165, !PT","384","12288"
"0x782ae63089d0","      FMNMX R19, R166, R165, !PT","384","12288"
"0x782ae63089e0","@P0   STG.E.128 [R20.64+UR4], R8","384","12288"
"0x782ae63089f0","@P4   STG.E.128 [R26.64+UR6], R4","384","12288"
"0x782ae6308a00","@P5   STG.E.128 [R26.64+UR4], R16","384","12288"
"0x782ae6308a10","      BSYNC B0","384","12288"
"0x782ae6308a20","@!P6  EXIT","384","12288"
"0x782ae6308a30","      BAR.SYNC.DEFER_BLOCKING 0x0","0","0"
"0x782ae6308a40","      ISETP.GT.AND P0, PT, R0, RZ, PT","0","0"
"0x782ae6308a50","@P0   EXIT","0","0"
"0x782ae6308a60","@!PT  LDS RZ, [RZ]","0","0"
"0x782ae6308a70","@!PT  LDS RZ, [RZ]","0","0"
"0x782ae6308a80","@!PT  LDS RZ, [RZ]","0","0"
"0x782ae6308a90","@!PT  LDS RZ, [RZ]","0","0"
"0x782ae6308aa0","      MEMBAR.ALL.GPU","0","0"
"0x782ae6308ab0","      IADD3 R182, R182, 0x1, RZ","0","0"
"0x782ae6308ac0","      ISETP.NE.AND P0, PT, R182, c[0x0][0x174], PT","0","0"
"0x782ae6308ad0","      SEL R3, R182, RZ, P0","0","0"
"0x782ae6308ae0","      ERRBAR","0","0"
"0x782ae6308af0","      STG.E.STRONG.GPU [R168], R3","0","0"
"0x782ae6308b00","      EXIT","0","0"
"0x782ae6308b10","      BRA `(.L_x_0) 0x782ae6308b10","0","0"
"0x782ae6308b20","      NOP","0","0"
"0x782ae6308b30","      NOP","0","0"
"0x782ae6308b40","      NOP","0","0"
"0x782ae6308b50","      NOP","0","0"
"0x782ae6308b60","      NOP","0","0"
"0x782ae6308b70","      NOP","0","0"
"0x782ae6308b80","      NOP","0","0"
"0x782ae6308b90","      NOP","0","0"
"0x782ae6308ba0","      NOP","0","0"
"0x782ae6308bb0","      NOP","0","0"
"0x782ae6308bc0","      NOP","0","0"
"0x782ae6308bd0","      NOP","0","0"
"0x782ae6308be0","      NOP","0","0"
"0x782ae6308bf0","      NOP","0","0"
