"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","2248412","gemm_bi_fixed_performance-46090335b71731a6","127.0.0.1","gemm_bi_nn_fixed_rna_wide_tf32_v1_m128n128_bk32_s3","1","13","(256, 1, 1)","(96, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","9.49",
"0","2248412","gemm_bi_fixed_performance-46090335b71731a6","127.0.0.1","gemm_bi_nn_fixed_rna_wide_tf32_v1_m128n128_bk32_s3","1","13","(256, 1, 1)","(96, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Frequency","Ghz","1.80",
"0","2248412","gemm_bi_fixed_performance-46090335b71731a6","127.0.0.1","gemm_bi_nn_fixed_rna_wide_tf32_v1_m128n128_bk32_s3","1","13","(256, 1, 1)","(96, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","214978",
"0","2248412","gemm_bi_fixed_performance-46090335b71731a6","127.0.0.1","gemm_bi_nn_fixed_rna_wide_tf32_v1_m128n128_bk32_s3","1","13","(256, 1, 1)","(96, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Memory Throughput","%","40.07",
"0","2248412","gemm_bi_fixed_performance-46090335b71731a6","127.0.0.1","gemm_bi_nn_fixed_rna_wide_tf32_v1_m128n128_bk32_s3","1","13","(256, 1, 1)","(96, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Throughput","%","0.00",
"0","2248412","gemm_bi_fixed_performance-46090335b71731a6","127.0.0.1","gemm_bi_nn_fixed_rna_wide_tf32_v1_m128n128_bk32_s3","1","13","(256, 1, 1)","(96, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Duration","us","119.46",
"0","2248412","gemm_bi_fixed_performance-46090335b71731a6","127.0.0.1","gemm_bi_nn_fixed_rna_wide_tf32_v1_m128n128_bk32_s3","1","13","(256, 1, 1)","(96, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","41.09",
"0","2248412","gemm_bi_fixed_performance-46090335b71731a6","127.0.0.1","gemm_bi_nn_fixed_rna_wide_tf32_v1_m128n128_bk32_s3","1","13","(256, 1, 1)","(96, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L2 Cache Throughput","%","40.07",
"0","2248412","gemm_bi_fixed_performance-46090335b71731a6","127.0.0.1","gemm_bi_nn_fixed_rna_wide_tf32_v1_m128n128_bk32_s3","1","13","(256, 1, 1)","(96, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Active Cycles","cycle","141751.09",
"0","2248412","gemm_bi_fixed_performance-46090335b71731a6","127.0.0.1","gemm_bi_nn_fixed_rna_wide_tf32_v1_m128n128_bk32_s3","1","13","(256, 1, 1)","(96, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","46.51",
